make,model,category,year,interval_miles,interval_months,service_category,description
Ram,1500 Classic,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Ram,1500 Classic,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,1500 Classic,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,1500 Classic,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,1500 Classic,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Ram,1500 Classic,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,1500 Classic,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,1500 Classic,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,1500 Classic,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Ram,1500 Classic,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,1500 Classic,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,1500 Classic,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,1500 Classic,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Ram,1500 Classic,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,1500 Classic,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,1500 Classic,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,1500 Classic,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Ram,1500 Classic,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,1500 Classic,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,1500 Classic,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,1500,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Ram,1500,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,1500,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,1500,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,1500,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Ram,1500,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,1500,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,1500,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,1500,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Ram,1500,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,1500,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,1500,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,1500,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Ram,1500,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,1500,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,1500,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,1500,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Ram,1500,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,1500,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,1500,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,2500 Laramie,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Ram,2500 Laramie,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,2500 Laramie,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,2500 Laramie,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,2500 Laramie,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Ram,2500 Laramie,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,2500 Laramie,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,2500 Laramie,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,2500 Laramie,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Ram,2500 Laramie,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,2500 Laramie,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,2500 Laramie,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,2500 Laramie,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Ram,2500 Laramie,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,2500 Laramie,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,2500 Laramie,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,2500 Laramie,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Ram,2500 Laramie,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,2500 Laramie,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,2500 Laramie,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,TRX,Standard,2014,5000,6,Oil Service,Engine oil & filter change
Ram,TRX,Standard,2014,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,TRX,Standard,2014,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,TRX,Standard,2014,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,TRX,Standard,2017,5000,6,Oil Service,Engine oil & filter change
Ram,TRX,Standard,2017,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,TRX,Standard,2017,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,TRX,Standard,2017,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,TRX,Standard,2020,5000,6,Oil Service,Engine oil & filter change
Ram,TRX,Standard,2020,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,TRX,Standard,2020,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,TRX,Standard,2020,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,TRX,Standard,2023,5000,6,Oil Service,Engine oil & filter change
Ram,TRX,Standard,2023,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,TRX,Standard,2023,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,TRX,Standard,2023,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
Ram,TRX,Standard,2026,5000,6,Oil Service,Engine oil & filter change
Ram,TRX,Standard,2026,15000,18,Inspection,"Brakes, filters, fluids inspection"
Ram,TRX,Standard,2026,30000,36,Major Service,"Transmission service, air filters, coolant check"
Ram,TRX,Standard,2026,60000,72,Major Service,"Brake service, transmission fluid, coolant flush"
